Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
8145000	5.0517075	3.2542227	2.6274350	1.5100031	1.0654768	0.7995461	0.6388721	0.0055846	0.0031666	0.0174741	0.1657339	0.0734607	0.0671086	-17.059
8150000	5.0228915	3.2774579	2.6858573	1.5134564	1.1015202	0.7563974	0.5592071	0.0046372	0.0031776	0.0177521	0.0651625	0.0823243	0.0965978	-19.639
8155000	5.0018122	3.2499244	2.4651871	1.4068690	0.9913809	0.6376178	0.4999631	0.0051431	0.0034962	0.0200773	0.0476382	0.1227947	0.0296323	-28.009
8160000	5.1352145	3.1880178	2.6604914	1.5149995	1.0005003	0.7273265	0.5263850	0.0054901	0.0030184	0.0222649	0.1443346	0.0973086	0.1373531	-26.050
8165000	5.0369833	3.1957951	2.5359050	1.4981541	1.1165010	0.6962034	0.4982917	0.0047605	0.0036768	0.0174320	0.0513186	0.0602579	0.0716486	-15.588
8170000	5.1612270	3.2416702	2.6110992	1.3931910	1.0518888	0.6983739	0.5567190	0.0047303	0.0032771	0.0224263	0.0646463	0.0731166	0.0814881	-11.390
8175000	5.0762535	3.1917568	2.4881419	1.5331343	1.1724262	0.8292865	0.5334564	0.0051585	0.0033719	0.0198440	0.1265810	0.1024354	0.1168678	-19.292
8180000	5.0539257	3.2534915	2.5001148	1.4763712	1.1128958	0.7527882	0.6130963	0.0054390	0.0030306	0.0180008	0.0654580	0.0934547	0.1299086	-24.223
8185000	5.0906340	3.0761025	2.3919345	1.5472698	1.0365810	0.6369862	0.5007907	0.0052132	0.0033402	0.0184250	0.0491073	0.0511402	0.1548707	-22.052
8190000	5.0169907	3.2437248	2.5576596	1.5408436	1.0022035	0.6765841	0.5342738	0.0055235	0.0039250	0.0185723	0.0293165	0.0737853	0.0501924	-13.744
8195000	5.0083241	3.2575022	2.6359102	1.6321217	1.2372851	0.6795949	0.4419298	0.0047294	0.0034168	0.0194960	0.3042390	0.1833009	0.1967935	-17.957
8200000	5.0157942	3.2524162	2.6493560	1.4002188	1.0555484	0.7239822	0.5991868	0.0049110	0.0033982	0.0203909	0.0490229	0.0556986	0.0771436	-26.333
8205000	5.1053230	3.2139027	2.5516982	1.4435822	1.1156657	0.7523702	0.5980857	0.0056627	0.0031267	0.0185434	0.0488005	0.0671739	0.1011220	-12.877
8210000	5.0199142	3.1604098	2.5171308	1.4412024	0.9762611	0.6192337	0.4568157	0.0054298	0.0035133	0.0178277	0.0452233	0.0409823	0.0481201	-17.856
8215000	5.0088016	3.2621251	2.5069580	1.3987079	1.0429129	0.6899608	0.5218617	0.0049603	0.0031604	0.0187679	0.0429732	0.0522419	0.1246374	-19.790
8220000	5.0282549	3.2785249	2.4855137	1.4856086	1.0837260	0.6828944	0.5127654	0.0050183	0.0033133	0.0156652	0.0395569	0.0555273	0.1140523	-21.223
8225000	5.0025286	3.1292008	2.4415806	1.4356040	1.1468284	0.7477318	0.6272689	0.0050007	0.0034525	0.0199622	0.1089968	0.1457697	0.1429951	-20.096
8230000	5.0984356	3.2188895	2.4913473	1.5650036	1.0909990	0.6532679	0.4840251	0.0056178	0.0037826	0.0209835	0.0540380	0.1335322	0.1001049	-20.526
8235000	5.0564349	3.2833608	2.7038344	1.4488812	1.1225820	0.8365487	0.6145179	0.0051452	0.0034189	0.0174479	0.3113055	0.1079570	0.1374326	-19.450
8240000	5.1464699	3.2777599	2.5237944	1.4191473	1.2225825	0.7568223	0.5474066	0.0050420	0.0032334	0.0173235	0.1135227	0.0419731	0.0550244	-19.123
8245000	5.2060153	3.2771042	2.6046020	1.6462242	1.0392211	0.7174081	0.5577248	0.0051897	0.0032763	0.0196500	0.0826053	0.0557026	0.1125001	-25.571
8250000	5.2488533	3.2218643	2.4123739	1.4079962	1.0782003	0.7029573	0.5059484	0.0050968	0.0034278	0.0169817	0.0620472	0.0911404	0.1321525	-12.855
8255000	5.0854196	3.2762469	2.5170149	1.5196809	0.9709180	0.6414492	0.5244899	0.0052296	0.0035967	0.0200111	0.0931447	0.0830635	0.0916972	-22.653
8260000	5.0365768	3.1129008	2.5661069	1.4554211	0.8834178	0.6774116	0.4710818	0.0055806	0.0037970	0.0180016	0.1806208	0.0910330	0.1196779	-12.738
8265000	5.0650128	3.1479480	2.5825062	1.4320740	1.0864686	0.6974402	0.5515568	0.0047991	0.0033607	0.0205400	0.0379464	0.0549773	0.0964695	-23.525
8270000	5.0942185	3.1904316	2.3917440	1.4485557	1.0496717	0.6350256	0.4814626	0.0057733	0.0037829	0.0167371	0.0545845	0.0993069	0.0720091	-17.535
8275000	5.0274153	3.2649193	2.5615666	1.4850538	1.1601373	0.6932554	0.5058026	0.0050169	0.0032853	0.0207357	0.0292193	0.0981617	0.1666427	-24.007
8280000	5.0623891	3.2777327	2.6073330	1.4001424	1.1987729	0.8433899	0.6586507	0.0049838	0.0034569	0.0196190	0.0342768	0.0762296	0.1116271	-23.461
8285000	5.3328114	3.2262720	2.5555065	1.3871434	1.2069271	0.7402077	0.4988334	0.0041133	0.0033184	0.0189109	0.1523253	0.1308021	0.0705453	-14.042
8290000	5.0028125	3.2600978	2.6936133	1.3810326	1.1652925	0.8020261	0.6444829	0.0053513	0.0032046	0.0208955	0.0663201	0.0345279	0.1185007	-23.092
8295000	5.0253480	3.1509724	2.4672601	1.6824333	1.1477465	0.7088019	0.5366644	0.0051806	0.0041226	0.0184230	0.1081984	0.1506108	0.0933055	-27.335
8300000	5.0170980	3.1617323	2.5002678	1.4456016	1.0531559	0.6597054	0.5007761	0.0052141	0.0036440	0.0200382	0.0466656	0.0695065	0.0673555	-17.176
8305000	5.3561494	3.1287383	2.6293636	1.4330060	1.1721206	0.7588591	0.5733816	0.0049726	0.0037009	0.0184965	0.0781569	0.2157122	0.0975363	-18.422
8310000	5.0207527	3.2116157	2.4098882	1.4203012	1.1206694	0.7102544	0.5574175	0.0048362	0.0032092	0.0211720	0.0401362	0.0764197	0.0605756	-20.066
8315000	5.0812350	3.2535106	2.4812072	1.4243902	1.1140147	0.7087939	0.5099173	0.0053489	0.0030030	0.0217162	0.0451191	0.1070894	0.0847974	-21.512
8320000	5.0789729	3.2578093	2.5038601	1.3804467	1.0459270	0.6394803	0.4806412	0.0054979	0.0035037	0.0208850	0.0514770	0.0683531	0.1264263	-15.056
8325000	5.1076830	3.2252405	2.4590757	1.3825983	1.0245992	0.6231927	0.4478540	0.0049039	0.0038073	0.0194168	0.0621089	0.0729609	0.0742322	-19.837
8330000	5.0540791	3.2745981	2.6896579	1.6073160	1.0736382	0.6578833	0.5059438	0.0054686	0.0033099	0.0164430	0.0768462	0.0493865	0.1104727	-15.004
8335000	5.0950899	3.2436601	2.3599026	1.3816425	1.1092596	0.7274985	0.5507943	0.0047049	0.0041946	0.0199782	0.0832641	0.2421504	0.1274605	-22.116
8340000	5.1085754	3.2660005	2.7175458	1.3991813	1.0871990	0.7748122	0.5997502	0.0044355	0.0035674	0.0180118	0.0716226	0.1049962	0.0728009	-21.309
8345000	5.0482212	3.2630760	2.6366716	1.4153808	1.1051483	0.6880107	0.5152875	0.0050227	0.0032730	0.0178220	0.0392966	0.0770218	0.0385977	-23.968
8350000	5.0921579	3.2139759	2.4116218	1.4264012	1.1249200	0.6269030	0.4988374	0.0059534	0.0031451	0.0206815	0.1464175	0.1714568	0.1659925	-16.760
8355000	5.0072457	3.2841403	2.4192261	1.4446038	1.0303690	0.6939971	0.4931048	0.0051595	0.0039980	0.0191760	0.0438891	0.1236029	0.1248947	-26.035
8360000	5.0707346	3.2124651	2.5318781	1.4974136	0.9808773	0.6059212	0.4412507	0.0052521	0.0033416	0.0220569	0.0715207	0.0786552	0.1424354	-21.394
8365000	5.0637734	3.2242582	2.5421664	1.4388858	1.1256400	0.7287957	0.5201039	0.0057426	0.0033676	0.0172292	0.0911386	0.0915937	0.0492642	-17.001
8370000	5.1284878	3.2721625	2.6022656	1.4414298	1.2133725	0.7337953	0.5796805	0.0047449	0.0028392	0.0160909	0.0649240	0.0575505	0.0781249	-15.640
8375000	5.0813438	3.1608033	2.5934149	1.5112246	1.1469167	0.8147270	0.6621608	0.0051041	0.0033719	0.0201638	0.1032339	0.1079165	0.1364227	-15.944
8380000	5.1779585	3.2904816	2.5591496	1.4415401	1.1119246	0.7331379	0.5786817	0.0054356	0.0037316	0.0185023	0.0766833	0.1003306	0.0937206	-20.070
8385000	5.0280275	3.2077044	2.5629242	1.3862845	0.9544647	0.6267603	0.4670257	0.0049243	0.0035123	0.0199679	0.0465782	0.1410467	0.0738247	-19.383
8390000	5.0060251	3.1971518	2.5453780	1.4850128	1.0481967	0.6524731	0.4583489	0.0049460	0.0039072	0.0179458	0.0608517	0.0947227	0.0524375	-18.140
8395000	5.1221042	3.2052362	2.4611001	1.5051219	1.1218472	0.8535738	0.6859849	0.0053426	0.0031956	0.0198259	0.0685252	0.0808869	0.2712367	-16.356
8400000	5.2045633	3.2889798	2.6128472	1.4085493	1.2123127	0.8130745	0.6496273	0.0051961	0.0031793	0.0155565	0.0914044	0.0632739	0.1439438	-23.480
8405000	5.1212841	3.2173835	2.6015410	1.3865712	1.0249426	0.7017820	0.5203869	0.0048239	0.0034512	0.0211460	0.1505072	0.0641013	0.0856685	-19.126
8410000	5.0349606	3.1634935	2.5622805	1.3997533	1.1136590	0.7451201	0.5638716	0.0050257	0.0036005	0.0180013	0.0503725	0.0810219	0.1836122	-25.810
8415000	5.2404023	3.1964539	2.6272421	1.4640647	1.0440037	0.7246520	0.5206689	0.0054115	0.0039328	0.0210618	0.1317433	0.0736128	0.0705422	-16.804
8420000	5.0399227	3.2091012	2.6478341	1.6159975	1.1031691	0.7641498	0.5919519	0.0046903	0.0033881	0.0170897	0.0775885	0.0357988	0.1631105	-17.873
8425000	5.3266500	3.2414715	2.5422277	1.4543913	1.1945665	0.7560898	0.5428729	0.0052811	0.0034604	0.0194577	0.0947391	0.1132092	0.0824875	-18.422
8430000	5.1290575	3.2741030	2.6953748	1.6018016	1.0698205	0.7940952	0.6222555	0.0051361	0.0035937	0.0205691	0.1146479	0.0928525	0.0967310	-17.597
8435000	5.0941836	3.2556493	2.5819818	1.4894986	1.3324109	0.8474959	0.7056795	0.0043987	0.0030432	0.0216113	0.0929558	0.1608856	0.1541582	-17.645
8440000	5.3065828	3.2807311	2.6654838	1.3816997	1.0922329	0.7057851	0.5436927	0.0043826	0.0035386	0.0176236	0.0742872	0.1005836	0.1091317	-20.776
8445000	5.1225610	3.2596207	2.7042508	1.5798119	1.0719969	0.7071118	0.5277798	0.0050046	0.0036909	0.0210144	0.0378423	0.0795489	0.0840663	-24.846
8450000	5.1602920	3.2290542	2.5980261	1.6014074	0.9713290	0.6669637	0.4861308	0.0057743	0.0033160	0.0178620	0.0883495	0.0725700	0.0684595	-19.302
8455000	5.0994672	3.2631733	2.5086968	1.3943287	1.0988787	0.7304278	0.5448374	0.0045472	0.0037005	0.0159941	0.0304424	0.0572014	0.0910754	-15.779
8460000	5.0147507	3.2782615	2.5700232	1.5810374	1.1663777	0.8549847	0.6763115	0.0050205	0.0035611	0.0176847	0.0509381	0.0697969	0.0579703	-24.856
8465000	5.4011853	3.2748450	2.6358282	1.3824904	1.0266655	0.6487071	0.4471974	0.0054882	0.0034921	0.0224630	0.0720433	0.0941602	0.1188828	-17.126
8470000	5.2232077	3.2446755	2.6043615	1.4389822	1.0136143	0.7068063	0.5522043	0.0052316	0.0036872	0.0184741	0.0674164	0.1137601	0.1402664	-11.703
8475000	5.2162483	3.2490364	2.4777286	1.3801008	1.0197034	0.6796891	0.4902820	0.0053880	0.0038651	0.0196995	0.1089467	0.0889577	0.0379635	-32.473
8480000	5.0089894	3.2498054	2.5684944	1.4704786	1.0054324	0.5972452	0.4502114	0.0056176	0.0032783	0.0188797	0.0390154	0.0517493	0.1709826	-17.072
8485000	5.2818819	3.1682748	2.6126411	1.4120332	1.0280632	0.6518633	0.4619324	0.0055822	0.0037513	0.0203125	0.0599798	0.1428027	0.1206646	-25.030
8490000	5.0700455	3.2645657	2.5721365	1.4077141	0.9902891	0.6252890	0.4456725	0.0056312	0.0031689	0.0198321	0.0600765	0.0516543	0.0913968	-15.389
8495000	5.0759250	3.2499893	2.4756562	1.4935148	0.8430445	0.6329203	0.5234106	0.0053790	0.0045548	0.0226718	0.0585181	0.1024746	0.1117073	-23.001
8500000	5.2837070	3.1290413	2.5547574	1.3882492	1.0650134	0.6400877	0.4843333	0.0060379	0.0035167	0.0206239	0.0947676	0.0949040	0.0609304	-13.077
8505000	5.0940920	3.1852331	2.4769093	1.4212959	1.0317693	0.6215075	0.4695303	0.0051355	0.0036555	0.0196669	0.0298534	0.0744622	0.0751906	-18.706
8510000	5.1173838	3.2762836	2.7403272	1.3941382	1.1471995	0.7751269	0.5730393	0.0050114	0.0032413	0.0183291	0.0736059	0.0437114	0.0672578	-17.321
8515000	5.2680730	3.2803278	2.4969438	1.4485668	1.0198746	0.6250924	0.4330338	0.0050436	0.0049154	0.0196343	0.1552813	0.2026729	0.0822711	-28.729
8520000	5.0622578	3.1693040	2.6747095	1.6313597	0.9841339	0.6301105	0.4776184	0.0051143	0.0036235	0.0203453	0.1102302	0.0617532	0.1647792	-28.630
8525000	5.0075394	3.2818059	2.6850216	1.4723488	1.1974678	0.7616593	0.6022117	0.0049514	0.0035399	0.0183015	0.0487954	0.0984515	0.0925421	-14.526
8530000	5.2464401	3.2543913	2.6077274	1.4876426	1.0175567	0.6061251	0.4369038	0.0054284	0.0034452	0.0193932	0.0788746	0.0480865	0.0709804	-21.002
8535000	5.0548430	3.2588769	2.5848065	1.4090244	1.1565372	0.7347447	0.5556547	0.0056747	0.0034480	0.0185700	0.1415379	0.1172825	0.0989069	-18.943
8540000	5.0625763	3.2214690	2.5309521	1.3916801	0.9794477	0.6145833	0.4467405	0.0054830	0.0036293	0.0237585	0.0789274	0.0556765	0.0955355	-18.061
8545000	5.0221223	3.1815066	2.4002727	1.4087577	1.1275734	0.7680981	0.6125502	0.0049815	0.0033399	0.0204671	0.0446302	0.1023454	0.1438529	-16.150
8550000	5.0008935	3.1863615	2.4419891	1.4722596	1.1288924	0.7244131	0.5325844	0.0049425	0.0032765	0.0177706	0.1284775	0.0710246	0.0729293	-17.439
8555000	5.5764676	3.1804989	2.6125367	1.3989643	1.1801981	0.8051922	0.6227419	0.0051848	0.0034088	0.0199212	0.1148809	0.0723512	0.1985277	-16.050
8560000	5.1918522	3.2699525	2.6035083	1.4051850	1.1139338	0.6918212	0.5288619	0.0048258	0.0031233	0.0209365	0.0369548	0.0464695	0.0818964	-19.264
8565000	5.0409496	3.2803137	2.5912421	1.5814713	0.9891977	0.6268415	0.4794434	0.0051824	0.0040949	0.0194484	0.0476275	0.1954297	0.0570311	-16.376
8570000	5.0896684	3.2863357	2.6135955	1.4726085	1.1504087	0.7304400	0.5657960	0.0051706	0.0032064	0.0186070	0.0410237	0.0800246	0.0711944	-20.358
8575000	5.0332308	3.2954764	2.7386942	1.4128702	1.0858607	0.6290967	0.4677019	0.0044376	0.0034311	0.0205510	0.0359729	0.0675519	0.0952691	-18.283
8580000	5.0160737	3.2705147	2.7036819	1.5013175	1.1911295	0.7686222	0.5283246	0.0053514	0.0034414	0.0170244	0.1488427	0.1014878	0.0470061	-24.925
8585000	5.0600290	3.2960467	2.6826053	1.4568372	1.1084281	0.6597770	0.5224638	0.0057289	0.0035598	0.0186512	0.0758053	0.0561294	0.0423322	-19.708
8590000	5.1363731	3.2563086	2.4695034	1.4074245	1.1911351	0.7501518	0.5548344	0.0041340	0.0029634	0.0184512	0.0640888	0.0633760	0.1311497	-17.623
8595000	5.1314173	3.2725061	2.5327231	1.4543294	1.2607265	0.8067920	0.5754959	0.0051385	0.0031699	0.0185878	0.1131508	0.0981540	0.0486017	-14.751
8600000	5.3297023	3.0815215	2.4288724	1.6217067	0.9236709	0.5796023	0.4354200	0.0050534	0.0033605	0.0207777	0.0914470	0.1490480	0.0957669	-12.294
8605000	5.0860073	3.0924653	2.5273293	1.4084783	1.1388858	0.7475198	0.5469363	0.0048701	0.0032252	0.0171768	0.0870371	0.0666152	0.0682953	-16.430
8610000	5.3497723	3.2347563	2.4874942	1.5803055	1.2009810	0.7793860	0.6247859	0.0049826	0.0028771	0.0233239	0.0606657	0.0641866	0.1112131	-21.197
8615000	5.0110507	3.2345766	2.4538556	1.4991516	1.1745099	0.8007914	0.6348824	0.0058811	0.0031893	0.0182974	0.1057873	0.0558294	0.0340266	-21.372
8620000	5.0083375	3.2928160	2.5034474	1.4522911	1.3892720	0.9003405	0.6906380	0.0044450	0.0030419	0.0177533	0.1091873	0.0619313	0.1335779	-17.703
8625000	5.2554364	3.2837663	2.6389406	1.4495967	1.0914124	0.7581983	0.5990738	0.0044525	0.0031732	0.0174823	0.0836267	0.0686602	0.0768007	-16.457
8630000	5.0133149	3.1507486	2.5354876	1.5209205	1.1221873	0.7462733	0.5858331	0.0069084	0.0031675	0.0212562	0.1557161	0.0697953	0.0826183	-16.365
8635000	5.0675542	3.2574628	2.4694096	1.4193207	1.3156753	0.8604449	0.6524351	0.0046072	0.0030998	0.0205981	0.0554833	0.0733309	0.2564410	-25.329
8640000	5.0601450	3.2771964	2.5880164	1.5553516	1.1199973	0.7738837	0.5880500	0.0042885	0.0034056	0.0174697	0.1040312	0.0613257	0.0839454	-14.183
8645000	5.2093521	3.2328414	2.4788255	1.3853417	1.2793634	0.8863160	0.6818455	0.0050006	0.0032906	0.0196916	0.0716622	0.0662816	0.1545411	-15.256
8650000	5.0223748	3.2546667	2.5666488	1.4049951	0.9620370	0.6751984	0.4970896	0.0054592	0.0032983	0.0216992	0.0582848	0.0315732	0.0953985	-19.861
8655000	5.2192992	3.2347268	2.5111121	1.4626342	0.9588737	0.6633590	0.5045145	0.0054497	0.0036138	0.0208474	0.0568725	0.1064985	0.1688451	-18.671
8660000	5.0243946	3.2720312	2.6663552	1.4614047	1.2328189	0.8511726	0.6195682	0.0049173	0.0034151	0.0159061	0.2181215	0.0623535	0.0810147	-20.525
8665000	5.0500204	3.2646336	2.6020853	1.5114339	1.3519794	0.8620000	0.6651174	0.0044273	0.0035465	0.0165786	0.1226063	0.0642327	0.0884348	-20.180
8670000	5.1156443	3.2512603	2.5846231	1.4517251	1.0108020	0.6889959	0.5185124	0.0052739	0.0032043	0.0222243	0.0589188	0.0766988	0.0933369	-11.725
8675000	5.1358106	3.2205128	2.4696039	1.4111678	1.0884778	0.6271216	0.4494120	0.0049833	0.0031678	0.0190537	0.0573922	0.0839768	0.0790839	-24.526
8680000	5.2114130	3.1247780	2.5475407	1.4081182	1.0444344	0.6244210	0.4988954	0.0055785	0.0038325	0.0189282	0.0571903	0.1308305	0.0546846	-12.138
8685000	5.0126673	3.2353444	2.5924016	1.4128406	1.0389893	0.6732178	0.5291431	0.0054171	0.0036671	0.0188875	0.0726466	0.0536494	0.0700020	-29.054
8690000	5.0439142	3.2255862	2.5587325	1.4319845	1.2932533	0.7645209	0.5505950	0.0050438	0.0032419	0.0188088	0.1135345	0.0843381	0.1752918	-23.242
8695000	5.0637336	3.2799762	2.5831636	1.6537550	1.2523171	0.7893166	0.5602139	0.0052093	0.0035401	0.0183153	0.0952654	0.0765704	0.0867556	-21.572
8700000	5.0318949	3.2636058	2.4624183	1.4284805	1.1134984	0.6480304	0.4611976	0.0056213	0.0037875	0.0238248	0.0477660	0.1115010	0.0989597	-15.843
8705000	5.0679898	3.2217416	2.5236336	1.3809088	1.1823653	0.7556886	0.5676975	0.0049940	0.0037802	0.0198833	0.0823419	0.1277647	0.0986912	-23.080
8710000	5.2056255	3.2924581	2.5288624	1.5092180	1.1152995	0.7417635	0.5248347	0.0045301	0.0029304	0.0191800	0.0636022	0.0454497	0.1357392	-25.839
8715000	5.0500778	3.2645029	2.5471809	1.4559681	1.2132832	0.7926829	0.5930328	0.0047219	0.0027764	0.0167814	0.0695783	0.0543447	0.0463915	-14.599
8720000	5.2029242	3.2763592	2.5962346	1.4575841	1.0820658	0.7216178	0.5830535	0.0045851	0.0031603	0.0172893	0.0557390	0.0378432	0.1997175	-27.409
8725000	5.0627418	3.2990233	2.5003798	1.3944090	1.1300127	0.6367595	0.4255495	0.0055033	0.0042029	0.0195883	0.1154873	0.1798848	0.0734693	-26.848
8730000	5.0545760	3.1600679	2.5573720	1.4697974	1.2906274	0.8603051	0.5743763	0.0039593	0.0033141	0.0189198	0.1106413	0.1108215	0.1383950	-19.813
8735000	5.0222314	3.2474184	2.4839367	1.4568380	1.1741915	0.7912191	0.5718603	0.0051769	0.0038394	0.0169280	0.0438620	0.1585267	0.0924704	-14.260
8740000	5.0011400	3.2774561	2.6535161	1.3969486	1.0290981	0.7242297	0.5671527	0.0051215	0.0035935	0.0197698	0.0545130	0.0580129	0.0520680	-21.281
8745000	5.2367914	3.2336147	2.4948927	1.5224438	1.0783052	0.7723476	0.6229433	0.0057779	0.0035468	0.0287995	0.1683859	0.0736948	0.4550474	-27.830
8750000	5.1578900	3.2804838	2.4276127	1.4690230	1.0971454	0.7782501	0.5832791	0.0048817	0.0029316	0.0202481	0.0648520	0.1114215	0.1107640	-23.781
8755000	5.0149467	3.2802751	2.6862437	1.4868838	1.1645154	0.7255496	0.4749739	0.0049956	0.0034517	0.0247642	0.0730069	0.0795149	0.1269728	-27.331
8760000	5.0473512	3.2475860	2.4893109	1.4163949	1.0951508	0.6780696	0.5022045	0.0046837	0.0034818	0.0192940	0.0650998	0.0366222	0.0701753	-16.403
8765000	5.0798133	3.2801535	2.7687311	1.5584802	1.1404069	0.6834234	0.5312818	0.0058866	0.0030367	0.0189059	0.1351597	0.0648527	0.0848194	-17.558
8770000	5.0385233	3.2616149	2.5975507	1.4882837	1.0472522	0.7248165	0.5536225	0.0055438	0.0032995	0.0228374	0.0583923	0.1126668	0.3326606	-25.089
8775000	5.0092769	3.2403929	2.6514058	1.3965960	1.1879796	0.7529686	0.5646565	0.0052318	0.0035374	0.0188014	0.0699815	0.0348437	0.0741081	-16.291
8780000	5.1236558	3.2612775	2.4627081	1.3911210	1.0880971	0.7266675	0.5551809	0.0051021	0.0036202	0.0173989	0.0336870	0.0741843	0.0326709	-27.247
8785000	5.1898795	3.2870040	2.5604258	1.4822994	1.0367129	0.7608267	0.5833053	0.0047106	0.0033618	0.0189033	0.0485182	0.1244479	0.0777029	-14.823
8790000	5.0322404	3.2422501	2.5964031	1.4443781	1.0539798	0.7266877	0.4611513	0.0051927	0.0034645	0.0166451	0.0754335	0.0687799	0.1372467	-29.540
8795000	5.1912206	3.1729611	2.4175821	1.3827955	0.9899785	0.6510155	0.4851209	0.0051008	0.0043804	0.0185863	0.0533084	0.0946559	0.0979714	-14.409
8800000	5.0269682	3.2802886	2.7763094	1.5640782	1.1476170	0.6925125	0.5051543	0.0048139	0.0039537	0.0211335	0.0997743	0.1047913	0.0621580	-23.262
8805000	5.2215104	3.0764050	2.4837123	1.4675066	1.2078493	0.6200447	0.4798583	0.0049447	0.0033481	0.0169130	0.0924796	0.0668553	0.2847343	-19.113
8810000	5.0796675	3.2445630	2.6348991	1.4614568	1.0817977	0.8143540	0.6256086	0.0051388	0.0031161	0.0181614	0.0523906	0.0543371	0.0687951	-15.879
8815000	5.0952420	3.2419974	2.7125635	1.4941903	1.1350307	0.6984389	0.4667729	0.0047619	0.0031279	0.0173879	0.0959925	0.0504445	0.0363278	-19.793
8820000	5.2067907	3.1928995	2.5870189	1.5376405	1.0609861	0.7127243	0.4815311	0.0055903	0.0033108	0.0183553	0.1526466	0.1127113	0.1222043	-21.566
8825000	5.0390134	3.1116981	2.5860147	1.3840217	1.0755226	0.6683166	0.4816695	0.0053832	0.0034911	0.0179475	0.0540428	0.0514101	0.2273015	-19.160
8830000	5.2685166	3.1885980	2.5396937	1.3976551	1.0010768	0.6821163	0.5401310	0.0049777	0.0037469	0.0183238	0.0683057	0.0436983	0.0565951	-24.852
8835000	5.0298425	3.2222562	2.5719908	1.4009354	1.0862298	0.7104905	0.5068510	0.0047322	0.0033721	0.0194076	0.0484126	0.0589370	0.0343994	-14.486
8840000	5.1454142	3.2999406	2.6297623	1.4579692	1.1819278	0.7466565	0.5509202	0.0051655	0.0030341	0.0181559	0.1348680	0.0410200	0.0952241	-18.515
8845000	5.0496033	3.2788211	2.7692153	1.3921491	1.1849986	0.7567164	0.5483773	0.0047719	0.0036664	0.0182820	0.1668375	0.0764251	0.1335273	-18.062
8850000	5.0635113	3.1921470	2.4270765	1.4013198	1.1228919	0.8064009	0.5978708	0.0053370	0.0030089	0.0194388	0.0514180	0.0537558	0.1039196	-17.408
8855000	5.0002655	3.2650417	2.5076559	1.4095786	1.1440903	0.6766245	0.5030496	0.0048589	0.0032055	0.0199154	0.0682842	0.0870884	0.1256845	-23.185
8860000	5.0411668	3.2228670	2.5711705	1.4597875	1.1707818	0.7860575	0.5938337	0.0050567	0.0034651	0.0171890	0.0829797	0.0993592	0.0747666	-24.367
8865000	5.0430723	3.2610157	2.5308768	1.4772331	1.0772555	0.6654797	0.5187345	0.0050529	0.0035125	0.0173513	0.0484738	0.0349945	0.1222197	-20.115
8870000	5.2275828	3.2777571	2.6326181	1.4036236	1.1441071	0.7414082	0.4974819	0.0050904	0.0032191	0.0181470	0.0926825	0.0822654	0.0662587	-24.126
8875000	5.1250093	3.0791688	2.5128939	1.4121734	1.0392176	0.6886175	0.5469826	0.0060324	0.0043226	0.0199896	0.0592647	0.1103801	0.0996982	-25.321
8880000	5.1259877	3.2645646	2.4685275	1.3826751	1.0400884	0.7214384	0.5797678	0.0051081	0.0035160	0.0215577	0.0684033	0.0709525	0.1211722	-22.694
8885000	5.0195649	3.2900768	2.5338502	1.4901369	1.1571458	0.7952450	0.6440396	0.0049021	0.0034551	0.0179244	0.0610355	0.0765163	0.1162812	-14.920
