Gen	t_n9	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
23930000	5.0516213	3.2326879	2.6109771	1.4303987	1.0467928	0.6899100	0.5064218	0.0044998	0.0031646	0.0167715	0.1780285	0.1119014	0.1244917	-20.934
23935000	5.0191059	3.2361996	2.5910325	1.4279569	1.0866118	0.7199713	0.5551325	0.0047048	0.0030792	0.0171947	0.0462499	0.0606259	0.0388802	-13.754
23940000	5.0925697	3.2903734	2.6434157	1.6367406	1.2116153	0.8205840	0.6023032	0.0044375	0.0032172	0.0192034	0.0480678	0.0418717	0.0865909	-18.645
23945000	5.1298319	3.3023405	2.5719978	1.4981980	1.1211557	0.7152374	0.5539877	0.0052308	0.0030077	0.0220160	0.0400645	0.0560531	0.1044941	-20.278
23950000	5.1135940	3.2550298	2.4399118	1.4755819	1.1294080	0.6217263	0.4898542	0.0048064	0.0039048	0.0176095	0.1119184	0.2315428	0.0545067	-20.824
23955000	5.0590752	3.1524143	2.5720331	1.6172535	1.1134991	0.7659451	0.5570909	0.0044491	0.0031091	0.0194030	0.0704637	0.0726849	0.2702698	-27.584
23960000	5.2555349	3.1181560	2.5992304	1.5458560	1.1222430	0.7350726	0.5553004	0.0051716	0.0033570	0.0187153	0.0915891	0.0622648	0.0853711	-27.213
23965000	5.0674844	3.2480887	2.5479325	1.3854936	1.1587131	0.6795753	0.5280074	0.0057865	0.0037494	0.0179546	0.1074616	0.0913447	0.1230034	-13.807
23970000	5.0249956	3.2253887	2.4458452	1.4516049	1.0869049	0.7491797	0.5869070	0.0050348	0.0030838	0.0171514	0.0672476	0.0771434	0.0860908	-18.557
23975000	5.1032954	3.2613111	2.6773527	1.4031024	0.9930270	0.6552770	0.4514017	0.0055664	0.0034336	0.0183240	0.1002319	0.1097544	0.0511194	-15.777
23980000	5.0641845	3.1705458	2.5729662	1.6956061	1.2562580	0.8200750	0.6215827	0.0045952	0.0040475	0.0171126	0.1222715	0.1990451	0.1037868	-14.606
23985000	5.0270644	3.2072173	2.5038717	1.3828074	1.1018245	0.6403895	0.4318007	0.0049781	0.0031887	0.0178664	0.0689291	0.0906828	0.0416570	-17.757
23990000	5.0950271	3.1511493	2.5188938	1.3822089	1.0413880	0.6612361	0.5178660	0.0053263	0.0040289	0.0169952	0.0632288	0.1183093	0.0552123	-18.531
23995000	5.0405707	3.1940473	2.6207085	1.4156635	1.0752827	0.7057915	0.5677503	0.0052513	0.0036331	0.0182061	0.0471103	0.0759275	0.1167698	-21.386
24000000	5.1010692	3.2736372	2.5630003	1.5388629	1.0525721	0.7475376	0.5437970	0.0048879	0.0033194	0.0170905	0.0996911	0.0684307	0.1383273	-16.950
24005000	5.0386874	3.2314073	2.4311336	1.4396893	1.0291280	0.7319097	0.5714700	0.0052258	0.0034009	0.0211727	0.0591935	0.0896589	0.1420544	-20.837
24010000	5.3805730	3.1817741	2.4208057	1.3925632	1.1889991	0.7676066	0.5848433	0.0056114	0.0033001	0.0181062	0.0565394	0.0393225	0.1247227	-17.578
24015000	5.0072981	3.2404814	2.5648047	1.3803024	1.1406557	0.7461576	0.5412703	0.0050817	0.0033926	0.0189411	0.0819471	0.1733143	0.2174304	-18.343
24020000	5.0465259	3.2524393	2.5319178	1.6315703	1.1562919	0.7223898	0.5363097	0.0052441	0.0039335	0.0193082	0.1412364	0.0621466	0.0899893	-25.145
24025000	5.0004016	3.2805223	2.6632602	1.4073642	1.0972790	0.7552318	0.5947836	0.0052851	0.0032558	0.0196327	0.0839269	0.0581609	0.1574606	-34.480
24030000	5.0165347	3.2834033	2.5889931	1.4188015	1.0786499	0.6084040	0.4140137	0.0059249	0.0032170	0.0164285	0.1076333	0.0685406	0.0487471	-21.316
24035000	5.0039786	3.1154976	2.5343071	1.4726004	1.1360692	0.6892476	0.5320413	0.0052571	0.0039757	0.0196096	0.0662818	0.1261422	0.1284227	-18.517
24040000	5.0230955	3.2807246	2.6401150	1.4472397	1.2430502	0.7946435	0.5915162	0.0045745	0.0032193	0.0213959	0.0945951	0.0892308	0.1475168	-21.470
24045000	5.2165608	3.1656521	2.3716156	1.4194301	1.0524463	0.6992490	0.5388037	0.0056953	0.0032360	0.0197280	0.1005180	0.0817422	0.0987344	-18.097
24050000	5.5028106	3.2521293	2.6259078	1.6769986	1.1445818	0.7372781	0.5629756	0.0044074	0.0034613	0.0191611	0.1183700	0.1684499	0.2102809	-21.310
24055000	5.1440820	3.2750078	2.6798694	1.4238289	1.1256616	0.6936497	0.4944036	0.0045836	0.0033275	0.0188440	0.1120203	0.0438030	0.0288979	-15.392
24060000	5.0004256	3.2755495	2.7688626	1.4928359	1.2140349	0.8564635	0.6603195	0.0050368	0.0032982	0.0196972	0.0696250	0.0514803	0.2236341	-23.811
24065000	5.1112080	3.2753587	2.5510656	1.4001031	1.0443395	0.6952247	0.5131337	0.0056077	0.0033714	0.0193918	0.0686484	0.0266065	0.0525131	-16.337
24070000	5.0423503	3.1637564	2.5219351	1.4433925	1.0242732	0.5900990	0.4554477	0.0052820	0.0037640	0.0175745	0.0375440	0.0580069	0.0694391	-14.634
24075000	5.0765822	3.2406809	2.4587127	1.5441570	1.0871528	0.7870108	0.5302670	0.0053150	0.0032437	0.0173241	0.0958599	0.1131283	0.0939220	-29.583
24080000	5.2352138	3.2547153	2.4755148	1.4380994	1.1173672	0.6713725	0.4952474	0.0048369	0.0032740	0.0186036	0.0579770	0.0953726	0.0560291	-14.425
24085000	5.0606704	3.2831566	2.6362251	1.4383195	1.1940345	0.7585839	0.5441187	0.0049040	0.0035864	0.0190915	0.0989233	0.1013531	0.0728688	-18.830
24090000	5.0376867	3.2470883	2.5109859	1.5803342	1.0327308	0.6891608	0.5045260	0.0053307	0.0033922	0.0179664	0.1069923	0.0977354	0.0722014	-14.509
24095000	5.0063632	3.1703569	2.5948498	1.4058496	1.0713097	0.6910962	0.5493583	0.0052274	0.0034446	0.0219485	0.0673705	0.1005660	0.0865395	-19.970
24100000	5.4011476	3.2807675	2.5267214	1.5014113	1.0454099	0.7624537	0.6002593	0.0049891	0.0033795	0.0191478	0.0484787	0.0618012	0.1398793	-13.364
24105000	5.0821210	3.2313295	2.6021681	1.4079873	1.1156025	0.7161454	0.5440712	0.0049234	0.0039875	0.0179159	0.1527209	0.1244872	0.0704667	-19.145
24110000	5.5927302	3.2381055	2.4635702	1.4136171	1.0697118	0.7163723	0.5380082	0.0044076	0.0036994	0.0169796	0.0973138	0.0613798	0.1264132	-14.563
24115000	5.0068757	3.1631388	2.5052290	1.4624048	0.9452418	0.6447462	0.4905650	0.0055291	0.0036149	0.0190849	0.1356740	0.0949568	0.0967634	-12.822
24120000	5.2622722	3.2856006	2.5704987	1.4056439	0.9935417	0.7178268	0.5382635	0.0060581	0.0032280	0.0195422	0.1148002	0.0476290	0.0510423	-15.095
24125000	5.1749586	3.2744406	2.5902395	1.4375244	0.9634753	0.6887892	0.5577925	0.0056205	0.0036826	0.0190069	0.1407698	0.0812852	0.0819369	-16.369
24130000	5.1185902	3.2142309	2.4758910	1.4424068	0.9220045	0.5542931	0.4255446	0.0056606	0.0039757	0.0218610	0.0709350	0.0551889	0.0517056	-27.520
24135000	5.0119278	3.2463544	2.6162237	1.4171427	1.0734966	0.7282545	0.5293389	0.0049743	0.0035987	0.0178272	0.1316837	0.0811977	0.0485491	-21.072
24140000	5.0669773	3.2441054	2.5649423	1.4631347	1.1657678	0.7982017	0.5874025	0.0046916	0.0034771	0.0172857	0.0442903	0.0628517	0.0918140	-27.103
24145000	5.0017187	3.2627978	2.3584429	1.5130112	1.0894998	0.8802908	0.7192522	0.0055913	0.0031315	0.0182625	0.1108508	0.1697968	0.1130957	-22.938
24150000	5.0137326	3.1646743	2.5312936	1.4558907	0.9986745	0.6098941	0.4670257	0.0047778	0.0041108	0.0172916	0.0404895	0.0553156	0.0962292	-17.338
24155000	5.0431600	3.2815629	2.6190913	1.4507069	1.0754976	0.6795706	0.5258756	0.0057649	0.0033718	0.0211907	0.1042425	0.0324717	0.0361827	-20.951
24160000	5.1428940	3.2215798	2.4298725	1.4106252	1.1302283	0.8022129	0.6135949	0.0048171	0.0036072	0.0208933	0.0604893	0.1019950	0.0952253	-20.584
24165000	5.0779213	3.2808106	2.5325422	1.5411421	1.1016535	0.7349383	0.5231971	0.0048517	0.0032767	0.0199379	0.0727453	0.1061045	0.1007187	-27.204
24170000	5.3378809	3.1874559	2.6540694	1.3832924	1.0535152	0.7062188	0.5599291	0.0046483	0.0036331	0.0173268	0.0994120	0.0601524	0.1812437	-18.747
24175000	5.3051637	3.2440476	2.6601816	1.4643011	1.1046940	0.6533675	0.4668752	0.0049868	0.0035760	0.0186002	0.0539348	0.0747078	0.0947666	-12.933
24180000	5.0358643	3.1747946	2.4596780	1.5295064	0.9758781	0.6241091	0.4076229	0.0052612	0.0032565	0.0181503	0.1140042	0.0931293	0.1314475	-23.012
24185000	5.0015177	3.2827811	2.6066113	1.3967221	1.0928951	0.7147897	0.5233657	0.0048974	0.0035446	0.0177200	0.0467903	0.1147595	0.0369718	-14.505
24190000	5.0330165	3.2534679	2.6290669	1.4890664	1.0146518	0.6491060	0.5105733	0.0046642	0.0036125	0.0187874	0.0491165	0.1510721	0.1042372	-13.356
24195000	5.1587786	3.1909726	2.4678318	1.4179424	0.9148119	0.6606037	0.5122089	0.0058588	0.0035864	0.0210298	0.0885549	0.0877805	0.1102320	-19.208
24200000	5.0622239	3.1801757	2.5357125	1.4524469	0.9584194	0.6374778	0.4850365	0.0047561	0.0032232	0.0219336	0.0444472	0.0586743	0.1058027	-15.913
24205000	5.0933853	3.2602147	2.6572519	1.5179303	0.9880269	0.6096069	0.4683236	0.0050160	0.0035379	0.0251752	0.1100199	0.0799424	0.2155353	-26.458
24210000	5.0588923	3.2478947	2.5656205	1.4012185	1.0487966	0.6847028	0.5141418	0.0047526	0.0038861	0.0184127	0.0711135	0.0850681	0.0627912	-20.659
24215000	5.0770079	3.2910443	2.4779372	1.4798537	0.9693358	0.6688910	0.5248951	0.0051826	0.0038382	0.0173285	0.0381742	0.0707661	0.1747519	-17.975
24220000	5.0859002	3.2766246	2.7116610	1.3852152	1.0704274	0.6960171	0.5459918	0.0051007	0.0036196	0.0181365	0.0551910	0.0554843	0.0721050	-17.851
24225000	5.1527067	3.2832131	2.5214534	1.3999215	1.0643418	0.6377441	0.4797623	0.0052364	0.0035661	0.0189229	0.0674566	0.0801561	0.0441058	-27.070
24230000	5.0276228	3.2258438	2.6401485	1.4060233	1.0898419	0.6237053	0.4692909	0.0058083	0.0035987	0.0189240	0.0701155	0.1167342	0.0870447	-20.265
24235000	5.0128644	3.2386013	2.6050169	1.5029757	1.0569285	0.7270979	0.5731102	0.0049165	0.0036916	0.0173443	0.1101227	0.0624238	0.0729104	-17.554
24240000	5.2644362	3.2383800	2.4859030	1.4242895	1.0111117	0.7044390	0.5225594	0.0055448	0.0032108	0.0186238	0.0633931	0.0579616	0.0499189	-18.684
24245000	5.0155454	3.2764048	2.4736759	1.4795471	1.2257044	0.7117864	0.4720386	0.0061834	0.0031613	0.0155691	0.1706769	0.0750438	0.0471170	-15.085
24250000	5.0334144	3.1752847	2.5889130	1.4067213	1.1081656	0.6644234	0.4848882	0.0061209	0.0030492	0.0164833	0.0791303	0.0770643	0.0901763	-14.933
24255000	5.0497956	3.2603358	2.6999859	1.6035009	1.2283672	0.8115523	0.6373600	0.0038519	0.0032271	0.0174565	0.1282430	0.0689174	0.1109218	-13.886
24260000	5.0436446	3.2509936	2.6075500	1.5862181	1.1102205	0.7901835	0.6019860	0.0051147	0.0034484	0.0183125	0.0933717	0.0701636	0.1650286	-25.198
24265000	5.0729826	3.1833228	2.5026020	1.4340091	1.1003006	0.7489707	0.5583855	0.0049539	0.0032188	0.0184523	0.0586838	0.0759827	0.1232274	-21.423
24270000	5.2519441	3.2785443	2.6387040	1.5075162	1.2157525	0.7905029	0.5873697	0.0052252	0.0034779	0.0167405	0.0544649	0.0531381	0.0598017	-27.648
24275000	5.3821550	3.1266052	2.4608709	1.3906889	1.0106879	0.6510819	0.4845668	0.0049131	0.0032729	0.0182190	0.0613208	0.0813866	0.0834421	-18.701
24280000	5.0305605	3.1371469	2.4935901	1.3973558	1.0374989	0.6746792	0.4552139	0.0047995	0.0034911	0.0258249	0.1008926	0.1078513	0.1534063	-23.951
24285000	5.0845928	3.2523035	2.6008499	1.3894472	1.0909672	0.7565745	0.6256915	0.0049658	0.0038388	0.0184659	0.1596671	0.0842051	0.2050963	-21.327
24290000	5.1639423	3.2374668	2.4011769	1.3852402	1.0762317	0.6932053	0.5225732	0.0051854	0.0033977	0.0199119	0.0977131	0.0608280	0.0923272	-24.688
24295000	5.2043561	3.2531783	2.4637051	1.4001272	1.0602854	0.6689385	0.4687262	0.0049841	0.0035364	0.0170690	0.0578127	0.0990342	0.1126672	-15.161
24300000	5.0184295	3.2580610	2.5598254	1.4151245	0.9845087	0.6525678	0.5051045	0.0051264	0.0034727	0.0198549	0.0438715	0.0905629	0.0860562	-16.047
24305000	5.0207189	3.3217875	2.7398411	1.4699563	1.0661852	0.5948839	0.4335755	0.0054307	0.0038038	0.0190102	0.0577108	0.1066615	0.0869063	-11.667
24310000	5.1408843	3.2621436	2.5619705	1.5176497	1.0522929	0.7571923	0.5754622	0.0061671	0.0032524	0.0189335	0.1046942	0.1026611	0.1761379	-14.684
24315000	5.0228446	3.2106908	2.5636379	1.6990811	1.1321362	0.6686992	0.5161528	0.0050807	0.0038783	0.0176533	0.1061802	0.0541257	0.1376391	-20.431
24320000	5.0143517	3.2844619	2.5153205	1.3836468	1.0684837	0.6269520	0.4493163	0.0046266	0.0040048	0.0175026	0.0558165	0.0626467	0.0550616	-18.774
24325000	5.0034123	3.2665158	2.7084885	1.4096264	1.1618757	0.8353211	0.5773310	0.0049191	0.0029082	0.0138383	0.0701213	0.0821924	0.1361273	-22.777
24330000	5.0288646	3.2731938	2.6822536	1.4590806	1.1320343	0.7647486	0.6218887	0.0059275	0.0038239	0.0154805	0.0902900	0.0708614	0.1073866	-25.626
24335000	5.0195724	3.2846518	2.6309523	1.5620528	0.9162905	0.5596834	0.4406514	0.0052575	0.0037178	0.0261166	0.0376664	0.0965346	0.0907496	-14.222
24340000	5.0026562	3.1264806	2.3965185	1.4461421	0.9892079	0.6943736	0.5153929	0.0050172	0.0038434	0.0190016	0.0474104	0.1027538	0.0634603	-21.500
24345000	5.0293159	3.1533632	2.5049812	1.4319129	1.0901193	0.7060606	0.5160445	0.0049695	0.0033035	0.0188457	0.0688654	0.0586457	0.0411264	-19.330
24350000	5.0200176	3.2581996	2.5831703	1.4335226	1.1681504	0.7750019	0.5620980	0.0046905	0.0032255	0.0162800	0.0569245	0.0382649	0.0964126	-18.079
24355000	5.0910968	3.2226646	2.5085957	1.4478227	1.0218766	0.6703977	0.4948784	0.0052859	0.0032381	0.0218200	0.0795228	0.0845944	0.0820579	-16.257
24360000	5.1972456	3.2938698	2.5196294	1.4323553	1.1678936	0.6304945	0.5150155	0.0050702	0.0038695	0.0196500	0.0597198	0.1797058	0.0681750	-17.499
24365000	5.0834736	3.2954947	2.6486985	1.5041934	1.2716056	0.7124074	0.5500522	0.0048717	0.0033559	0.0177536	0.0959448	0.1381184	0.0605160	-16.132
24370000	5.0540686	3.2381678	2.6988299	1.6109815	1.1579324	0.7902481	0.5444756	0.0048584	0.0034218	0.0199551	0.0916497	0.0582249	0.1046079	-20.825
24375000	5.1435761	3.0755842	2.4764625	1.4959378	1.0587137	0.7487169	0.5611718	0.0054203	0.0034053	0.0208602	0.0992797	0.0436326	0.0738490	-18.366
24380000	5.0328894	3.2603053	2.5496625	1.4249014	1.0022176	0.5798666	0.4290956	0.0060708	0.0036102	0.0216995	0.1530490	0.1474604	0.1014796	-20.248
24385000	5.1025876	3.2821484	2.4975755	1.4495171	1.0980361	0.6766884	0.5316139	0.0045473	0.0034699	0.0193214	0.0539574	0.1167940	0.1432085	-22.203
24390000	5.1086670	3.2040333	2.4918115	1.4715625	1.0964021	0.7578037	0.5736764	0.0047951	0.0033960	0.0212435	0.0683060	0.0392457	0.0941751	-21.202
24395000	5.0261679	3.2366938	2.6317971	1.5650797	1.1106487	0.7962441	0.6490815	0.0051712	0.0031467	0.0226155	0.0610632	0.0389939	0.1250709	-19.470
24400000	5.0966013	3.2761723	2.4931401	1.4136678	1.1097538	0.6878491	0.5396377	0.0054394	0.0030418	0.0191909	0.0673706	0.0928496	0.1622675	-21.111
24405000	5.1045637	3.2511894	2.5740335	1.4346112	1.0111692	0.5922140	0.4484881	0.0046773	0.0034583	0.0220461	0.0488101	0.0648247	0.1274405	-24.660
24410000	5.0784407	3.2577608	2.6365615	1.3926425	1.0713289	0.6736073	0.4761390	0.0053095	0.0034205	0.0183510	0.1157203	0.1010644	0.0664201	-25.895
24415000	5.0791579	3.2792289	2.7036173	1.4555229	1.2514218	0.7969334	0.6574434	0.0049271	0.0036252	0.0188153	0.1266409	0.0614348	0.0602256	-16.039
24420000	5.1895427	3.2360694	2.3412180	1.4421850	1.0145578	0.7151586	0.5261414	0.0050581	0.0035177	0.0191761	0.0767561	0.1389295	0.0965220	-15.855
24425000	5.0249681	3.2105477	2.5264133	1.3816712	1.1130756	0.7227941	0.5681313	0.0051172	0.0037181	0.0199522	0.1258031	0.0821835	0.0445114	-13.043
24430000	5.0451895	3.2204177	2.5867836	1.4847431	1.0279903	0.6689049	0.5386886	0.0051463	0.0035177	0.0183630	0.0358881	0.0675641	0.1847036	-16.121
24435000	5.0426629	3.2652745	2.4943462	1.3957233	1.0257544	0.6460723	0.5164781	0.0048155	0.0037274	0.0211492	0.0865470	0.0447119	0.0800992	-22.979
24440000	5.0854670	3.3035915	2.6048748	1.5053601	1.0837675	0.6857118	0.5180523	0.0048118	0.0032344	0.0187412	0.0957472	0.0387487	0.1117156	-23.294
24445000	5.1610859	3.2833897	2.4361622	1.5644041	1.1946903	0.7388925	0.5688699	0.0047939	0.0034061	0.0172901	0.0845313	0.0557142	0.1198752	-19.055
24450000	5.0273261	3.2689713	2.6722138	1.6380140	1.1419963	0.8009632	0.6030156	0.0054173	0.0030919	0.0169692	0.0642082	0.0652750	0.0893812	-24.563
24455000	5.0328696	3.2158249	2.5605600	1.4280465	0.9978006	0.7003791	0.5335215	0.0061097	0.0034817	0.0214678	0.1081789	0.0631359	0.1144838	-16.270
24460000	5.0377438	3.2301466	2.5839208	1.4452081	1.1574801	0.7181726	0.5708733	0.0048866	0.0035895	0.0170498	0.0637444	0.1256281	0.0834948	-26.444
24465000	5.1120019	3.1331543	2.5766911	1.4083825	1.0964097	0.6214186	0.4560164	0.0052636	0.0035777	0.0175276	0.0660037	0.1027786	0.0652616	-19.623
24470000	5.0417475	3.2620973	2.4715368	1.5990958	1.0588888	0.6498301	0.4672256	0.0052609	0.0035127	0.0190043	0.0770948	0.0753730	0.0509441	-17.834
24475000	5.1052944	3.2913499	2.7235831	1.5055865	1.1150612	0.6943492	0.5826784	0.0067862	0.0032930	0.0191168	0.2285401	0.1926104	0.0689854	-20.946
24480000	5.5514530	3.2157906	2.6406357	1.6476113	1.0994969	0.7357992	0.5715347	0.0062488	0.0033148	0.0189399	0.2244355	0.0815848	0.1572513	-21.920
24485000	5.0236039	3.2362053	2.5843913	1.4318184	1.0844318	0.7291345	0.5836589	0.0048679	0.0030852	0.0193791	0.0250202	0.0650514	0.0923033	-21.660
24490000	5.0795721	3.1690714	2.5074656	1.4413263	1.0800095	0.6951230	0.5181932	0.0047765	0.0035369	0.0196565	0.0981690	0.1807695	0.0538005	-24.080
24495000	5.0094732	3.2388046	2.5333164	1.4003164	1.0070048	0.6710080	0.5401845	0.0056626	0.0037789	0.0202157	0.1082316	0.0665424	0.1322640	-10.540
24500000	5.1128555	3.1484985	2.4234550	1.4054530	1.1693885	0.7941213	0.6256862	0.0053486	0.0036470	0.0196493	0.0773250	0.0801447	0.1950513	-12.522
24505000	5.0093736	3.2759192	2.5570997	1.3861136	1.0397646	0.7187732	0.5753316	0.0047231	0.0035408	0.0177404	0.0928568	0.0549432	0.0613510	-24.084
24510000	5.0103980	3.2409308	2.5636883	1.3899511	1.1757405	0.7871188	0.5722761	0.0047896	0.0031452	0.0207860	0.0610912	0.0842039	0.1491698	-16.098
24515000	5.0511130	3.2570179	2.6318686	1.4560554	1.0683116	0.6929389	0.5459854	0.0051113	0.0031546	0.0221210	0.0395689	0.0539427	0.0983750	-21.122
24520000	5.0991205	3.2427758	2.4959487	1.3981833	1.0043772	0.6186755	0.4728812	0.0048371	0.0035955	0.0184683	0.0431595	0.0658287	0.1584178	-23.780
24525000	5.0164407	3.2414633	2.6646163	1.4026321	1.0860101	0.6819511	0.4685069	0.0050545	0.0035675	0.0196775	0.0555521	0.0685538	0.0671323	-24.285
24530000	5.1214432	3.2803945	2.5838173	1.4252055	1.0445509	0.7392229	0.5962371	0.0054173	0.0029743	0.0190388	0.0869011	0.0879459	0.1713886	-29.701
24535000	5.0085708	3.2709469	2.6256227	1.4349036	1.1671787	0.7185969	0.5443730	0.0052552	0.0034125	0.0178706	0.0422933	0.0531133	0.0573303	-14.527
24540000	5.1447068	3.2221535	2.6708989	1.5449386	1.1915904	0.8176458	0.6746291	0.0047873	0.0031207	0.0181928	0.0862759	0.0590877	0.1033254	-18.304
24545000	5.1034906	3.2668833	2.6102891	1.4667759	1.1306712	0.6907174	0.5228644	0.0050482	0.0031574	0.0129470	0.0634448	0.0634523	0.1476387	-14.414
24550000	5.3695456	3.2537095	2.6661029	1.4150074	1.0764986	0.6817668	0.4965464	0.0053266	0.0032965	0.0229656	0.1091548	0.0534592	0.1206885	-19.520
24555000	5.0479373	3.2072698	2.4725015	1.4260001	0.9404652	0.6553376	0.4987044	0.0053852	0.0038575	0.0226733	0.0952371	0.0865453	0.0976021	-17.261
24560000	5.0283583	3.1042223	2.4723226	1.4320893	0.8115584	0.5616694	0.4061905	0.0053256	0.0043819	0.0195443	0.1270570	0.1866654	0.1540299	-21.575
24565000	5.1702714	3.2416108	2.4849783	1.4316479	1.1007813	0.7078365	0.5217435	0.0049195	0.0035868	0.0174652	0.1420852	0.0815784	0.0727905	-21.962
24570000	5.2016251	3.1382526	2.4145819	1.5911682	1.0598064	0.7152268	0.5074097	0.0044597	0.0038390	0.0221716	0.0726523	0.0801826	0.1127544	-18.314
24575000	5.2004884	3.1225347	2.3364568	1.4711084	1.1225673	0.7578547	0.5333987	0.0055659	0.0031176	0.0188470	0.0385811	0.0772030	0.0909520	-20.472
24580000	5.0616125	3.2279150	2.6620377	1.4566212	0.9933509	0.5925405	0.4497678	0.0055777	0.0034016	0.0172909	0.0636629	0.0850529	0.0774325	-17.818
24585000	5.1096128	3.1967853	2.5956924	1.5349975	1.1811759	0.7940890	0.5739546	0.0054278	0.0040098	0.0200781	0.0513527	0.1247999	0.0949732	-18.316
24590000	5.3121028	3.2651889	2.4591292	1.4129438	1.1833190	0.6927610	0.5293458	0.0052552	0.0040814	0.0200601	0.1130501	0.0909851	0.0806363	-21.662
24595000	5.0780772	3.2391237	2.5296231	1.4511800	1.0330024	0.6829218	0.4809108	0.0053490	0.0031302	0.0212065	0.0712197	0.0287059	0.1047912	-21.260
24600000	5.0761786	3.2837440	2.7309420	1.4111056	1.1835054	0.6977447	0.5175647	0.0052181	0.0032004	0.0198598	0.0691307	0.1080848	0.0805694	-21.956
24605000	5.1373131	3.1941440	2.4615072	1.4210198	1.0671123	0.7359698	0.5475338	0.0048838	0.0032662	0.0183521	0.0456497	0.0639542	0.0766629	-17.299
24610000	5.0051810	3.2684517	2.6001788	1.4502422	1.0455066	0.6208729	0.4684216	0.0051182	0.0035347	0.0216781	0.0466129	0.0546892	0.0802771	-19.610
24615000	5.0274670	3.2306555	2.4062259	1.4225536	1.0029987	0.6501381	0.5075356	0.0055018	0.0035351	0.0197981	0.1471071	0.0957183	0.0469344	-23.979
24620000	5.0003251	3.1471698	2.5401353	1.4815070	1.1366527	0.6830563	0.5015290	0.0050899	0.0035000	0.0168917	0.0690941	0.0551301	0.1679245	-26.594
24625000	5.2058004	3.2305614	2.5521312	1.4449340	1.0506578	0.7020864	0.4603477	0.0053717	0.0034756	0.0189578	0.0312775	0.0891760	0.0686219	-21.725
24630000	5.1261451	3.2622540	2.7128896	1.6600100	1.1012026	0.7117554	0.5397550	0.0051500	0.0031178	0.0168769	0.0442564	0.0434633	0.0721250	-25.887
24635000	5.1077580	3.2736947	2.4369757	1.5793878	1.1280214	0.7674207	0.5650408	0.0050268	0.0031662	0.0185966	0.1188598	0.0769841	0.0840878	-19.257
24640000	5.0371713	3.2799030	2.4834347	1.4340095	1.1712269	0.8583283	0.6742810	0.0045136	0.0037372	0.0167691	0.0363031	0.1105415	0.0816077	-35.040
24645000	5.1012115	3.1888598	2.4907845	1.3988040	1.1026177	0.7648829	0.5924067	0.0054174	0.0031355	0.0205539	0.1155614	0.0644940	0.1084326	-30.461
24650000	5.1064447	3.2170020	2.5360689	1.4321405	1.1250284	0.6162339	0.4806196	0.0052972	0.0036680	0.0166023	0.1197294	0.0954379	0.1531234	-21.697
24655000	5.0606842	3.2371439	2.5267177	1.3863056	1.0082980	0.6637753	0.5109366	0.0054489	0.0037656	0.0221989	0.0751674	0.1246462	0.2284460	-15.346
24660000	5.0598707	3.2557713	2.5481177	1.3836300	1.1455351	0.7426927	0.5607231	0.0049828	0.0034761	0.0205163	0.0362840	0.0580666	0.1284861	-16.279
24665000	5.1595318	3.2759680	2.5739473	1.4435175	1.1903539	0.7423923	0.5292821	0.0047014	0.0040136	0.0166945	0.0730580	0.1200894	0.1274720	-21.291
24670000	5.1492114	3.2636447	2.7032440	1.3849156	1.1660038	0.7067323	0.5402616	0.0055913	0.0032601	0.0197199	0.0545268	0.0410521	0.0895424	-31.489
24675000	5.1305381	3.2349770	2.5301692	1.3963115	1.1192171	0.6832895	0.5082002	0.0048022	0.0037231	0.0181377	0.0611905	0.0471376	0.1108855	-23.267
24680000	5.1215192	3.2595490	2.5007052	1.3823729	1.0397336	0.6210218	0.4663979	0.0060044	0.0038452	0.0190233	0.0635488	0.1354307	0.0760337	-15.830
24685000	5.0336627	3.2540841	2.4885866	1.4081736	1.0702896	0.7040580	0.5016324	0.0044033	0.0030870	0.0183163	0.0952712	0.0688409	0.0495566	-13.629
24690000	5.2011733	3.1992567	2.4917307	1.4793900	0.9979681	0.6583079	0.4932560	0.0050125	0.0038597	0.0191684	0.1149232	0.0934986	0.0867789	-19.219
24695000	5.2002512	3.2817994	2.5802231	1.7041375	1.0551403	0.6808956	0.4744337	0.0046307	0.0037432	0.0185564	0.0823680	0.1033452	0.1374939	-19.711
24700000	5.1647135	3.2394231	2.5721604	1.3873624	1.0636720	0.7018765	0.4749130	0.0059339	0.0029991	0.0184294	0.0626267	0.1103765	0.0438381	-17.273
24705000	5.0445516	3.2511791	2.5779551	1.5348270	1.1401159	0.7808366	0.6015091	0.0045822	0.0032346	0.0176652	0.0504981	0.0920268	0.0846233	-20.429
24710000	5.2699611	3.2838793	2.5327068	1.3888603	1.1063825	0.7368729	0.5621764	0.0044621	0.0034640	0.0172745	0.0795179	0.0762689	0.0785657	-26.347
24715000	5.0680279	3.1901666	2.5724523	1.4265330	1.2590746	0.7831335	0.5875413	0.0048702	0.0034164	0.0182522	0.0538990	0.0794180	0.1572228	-16.460
24720000	5.2203155	3.2716081	2.7181218	1.6211319	0.9467176	0.5816966	0.4377681	0.0050698	0.0031827	0.0196695	0.0757497	0.0704280	0.0680831	-18.894
24725000	5.1317988	3.2196055	2.5677644	1.5100828	1.0150942	0.6976908	0.5190718	0.0059238	0.0034485	0.0188716	0.1041497	0.0562678	0.1387168	-23.274
